cpu	memory	committed	bwin	bwout	nchan
1.9	107.0	126.6	5.6	5.8	2
0.3	107.0	126.6	5.2	5.1	2
0.0	107.0	126.6	4.7	4.6	2
2.5	107.0	126.6	4.6	5.1	2
2.8	107.0	126.6	4.7	5.2	2
2.8	107.0	126.6	4.6	4.9	2
2.8	107.0	126.6	4.6	4.9	2
2.5	107.1	126.6	5.1	5.5	2
1.9	107.1	126.6	5.6	5.2	2
3.4	107.1	126.6	5.6	5.3	2
3.1	107.1	126.6	5.7	5.3	2
1.6	107.1	126.6	5.4	5.2	2
1.2	107.1	126.6	4.6	4.6	2
0.6	107.1	126.6	4.5	4.9	2
0.9	107.1	126.6	5.4	5.3	2
2.5	107.1	126.6	5.4	4.9	2
0.0	107.1	126.6	4.5	4.4	2
2.5	107.2	126.6	4.2	5.1	2
2.2	107.2	126.6	5.2	5.6	2
1.2	107.2	126.6	5.6	5.3	2
1.6	107.2	126.6	5.6	5.2	2
2.5	107.2	126.6	5.6	5.2	2
2.2	107.2	126.6	5.6	5.2	2
0.9	107.2	126.6	4.8	5.5	2
2.2	107.2	126.6	5.5	5.5	2
2.8	107.2	126.6	5.6	6.4	2
5.6	107.2	126.6	5.5	5.8	2
4.7	107.3	126.6	5.3	6.5	2
1.6	107.3	126.6	4.9	5.4	2
2.5	107.3	126.6	4.2	5.7	2
1.6	107.3	126.6	4.2	4.3	2
5.0	107.4	126.6	4.7	6.8	2
4.4	107.4	126.6	5.8	5.9	2
4.1	107.4	126.6	5.6	6.1	2
5.3	107.4	126.6	5.7	5.6	2
4.1	107.4	126.6	5.7	6.0	2
2.2	107.4	126.6	5.4	5.4	2
3.4	107.4	127.1	5.1	6.2	2
0.6	107.4	127.1	5.5	5.2	2
5.9	108.4	128.0	5.2	6.5	2
2.2	108.4	128.0	5.8	5.6	2
2.5	108.4	128.0	5.5	5.3	2
2.8	108.5	128.0	4.9	5.1	2
1.9	108.6	128.0	5.2	5.5	2
2.5	108.6	128.0	5.3	5.1	2
1.9	108.6	128.0	5.2	5.9	2
0.9	108.6	128.0	4.2	5.0	2
2.5	108.6	128.0	4.7	5.9	2
2.5	108.6	128.0	5.5	5.5	2
2.5	108.6	128.0	5.6	5.3	2
4.1	108.6	128.0	5.4	5.1	2
2.5	108.6	128.0	4.8	4.9	2
5.0	108.7	128.0	4.8	4.9	2
2.8	108.7	128.0	4.9	4.9	2
1.6	108.7	128.0	5.2	5.5	2
1.9	108.7	128.0	4.8	5.5	2
1.6	108.7	128.0	5.2	5.1	2
3.1	108.7	128.0	5.0	6.8	2
4.4	108.7	128.0	5.6	5.9	2
2.8	108.7	128.0	5.6	5.7	2
5.0	108.8	128.0	5.4	8.0	2
3.4	108.8	128.0	5.5	6.5	2
3.1	108.8	128.0	5.8	5.8	2
3.7	108.8	128.0	6.0	6.0	2
3.4	108.8	128.0	5.3	6.1	2
2.5	108.8	128.5	4.4	6.0	2
3.4	108.8	128.5	4.4	5.6	2
3.7	108.8	128.5	4.4	5.6	2
1.2	108.8	128.5	4.5	5.3	2
2.8	108.8	128.5	4.7	5.3	2
2.5	108.8	128.5	4.6	4.8	2
2.2	108.8	128.5	4.7	5.2	2
1.2	108.8	128.5	5.0	4.9	2
5.6	108.9	128.5	5.3	6.7	2
4.1	108.9	128.5	5.9	6.0	2
3.4	108.9	128.5	5.5	5.7	2
2.5	108.9	128.5	5.3	5.5	2
2.8	109.0	128.5	5.4	5.6	2
1.6	109.0	128.5	5.6	5.4	2
3.4	109.0	128.5	5.4	5.3	2
3.7	109.0	128.5	4.9	6.0	2
1.6	109.1	128.5	5.4	5.7	2
4.4	109.1	128.5	5.7	5.4	2
3.1	109.1	128.5	5.5	5.3	2
4.4	109.1	128.5	5.4	6.3	2
2.8	109.1	128.5	5.4	5.3	2
3.1	109.1	128.5	5.7	5.5	2
3.4	109.1	128.5	5.9	5.5	2
2.8	109.1	128.5	5.8	5.6	2
2.8	109.1	128.5	5.8	5.6	2
4.4	109.2	128.5	5.5	6.1	2
3.1	109.2	128.5	5.5	6.6	2
2.2	109.2	128.5	5.6	5.9	2
5.3	109.3	128.5	4.8	6.3	2
4.4	109.3	128.5	4.9	5.4	2
2.5	109.3	128.5	5.5	5.8	2
4.1	109.3	128.5	5.6	5.3	2
3.1	109.3	128.5	5.4	5.2	2
4.7	109.4	129.1	5.3	7.0	2
5.6	109.5	129.1	5.3	7.2	2
2.2	109.5	129.1	5.5	5.3	2
3.4	109.5	129.1	5.6	5.5	2
2.8	109.6	129.1	5.4	5.8	2
1.2	109.6	129.1	5.4	5.7	2
3.4	109.6	129.1	5.4	5.6	2
3.4	109.6	129.1	5.3	6.1	2
2.8	109.6	129.1	5.8	5.5	2
4.0	109.6	129.1	5.6	5.5	2
4.1	109.6	129.1	5.8	5.3	2
3.1	109.6	129.1	5.2	5.4	2
2.5	109.7	129.1	4.7	5.5	2
3.7	109.8	129.1	5.6	6.1	2
4.1	109.8	129.1	5.6	5.7	2
3.1	109.8	129.1	5.8	5.5	2
2.8	109.8	129.1	5.5	5.3	2
3.7	109.8	129.1	5.3	5.9	2
3.4	109.9	129.1	5.4	6.7	2
2.8	109.9	129.1	5.6	5.4	2
1.9	109.9	129.1	5.5	5.3	2
2.5	110.0	130.1	5.3	5.9	2
2.8	110.0	130.1	5.5	5.5	2
4.7	110.0	130.1	5.6	6.3	2
2.2	110.0	130.1	5.7	5.9	2
3.7	110.0	130.1	5.4	5.6	2
2.2	110.0	130.1	5.1	5.1	2
0.9	110.1	130.1	5.0	5.3	2
3.7	110.1	130.1	5.4	5.4	2
3.4	110.1	130.1	5.2	5.0	2
3.1	110.1	130.1	5.4	5.4	2
5.0	110.1	130.1	5.3	6.4	2
3.1	110.1	130.1	5.6	5.8	2
3.4	110.1	130.1	5.6	5.9	2
3.1	110.1	130.1	5.3	5.3	2
4.4	110.1	130.1	5.5	6.2	2
5.9	110.2	130.1	5.2	7.9	2
3.4	110.2	130.1	5.5	6.1	2
4.4	110.2	130.1	5.5	5.7	2
4.4	110.2	130.1	5.3	6.1	2
5.3	110.2	130.1	4.8	5.7	2
5.9	110.2	130.1	5.0	5.6	2
2.8	110.2	130.1	5.6	5.8	2
2.5	110.2	130.1	5.4	5.4	2
4.7	110.2	130.1	5.3	5.3	2
4.1	110.2	130.1	5.7	6.0	2
3.1	110.2	130.1	5.6	6.0	2
3.7	110.2	130.1	5.7	5.8	2
2.5	110.2	130.1	5.2	5.5	2
2.2	110.2	130.1	5.2	5.3	2
1.9	110.2	130.1	5.2	5.1	2
1.9	110.2	130.1	4.9	5.2	2
1.9	110.3	130.1	5.5	5.9	2
3.7	110.4	130.1	5.3	5.7	2
3.7	110.4	130.1	4.8	6.6	2
3.7	110.5	130.2	5.5	6.6	2
3.7	110.5	130.2	5.5	5.8	2
2.2	110.5	130.2	5.6	5.6	2
2.8	110.5	130.2	5.5	5.5	2
2.8	110.5	130.2	5.4	5.8	2
3.4	110.5	130.2	5.2	5.3	2
3.4	110.6	130.7	5.3	5.8	2
2.5	110.6	130.7	4.9	5.5	2
1.9	110.6	130.7	5.4	5.4	2
1.2	110.6	130.7	5.2	5.5	2
3.4	110.6	130.7	5.5	5.3	2
0.3	110.6	130.7	3.5	3.8	2
1.2	110.7	130.7	2.6	2.5	2
1.9	110.7	130.7	2.9	2.5	2
1.2	110.7	130.7	2.9	2.1	2
3.7	110.7	130.7	2.8	2.8	2
4.7	110.7	130.7	2.9	2.9	2
3.4	110.7	130.7	2.8	3.0	1
3.4	110.7	130.7	2.4	3.4	1
4.1	110.7	130.7	2.6	2.7	1
1.2	110.7	130.7	2.7	2.2	1
1.2	110.7	130.7	2.6	2.0	1
0.6	109.6	129.6	2.0	2.0	1
0.3	109.6	129.6	2.0	2.0	1
1.2	109.6	129.6	2.0	2.3	1
3.7	109.6	129.6	2.0	2.6	1
4.1	109.6	129.6	2.0	2.7	1
2.2	109.6	129.6	2.0	2.4	1
0.3	109.6	129.6	2.0	2.0	1
0.0	109.6	129.6	2.0	2.0	1
2.5	109.6	129.6	2.0	2.6	1
1.6	109.6	129.6	2.0	2.0	1
0.9	109.6	129.6	2.0	2.0	1
0.3	109.6	129.6	2.0	2.1	1
0.0	109.6	129.6	2.0	2.0	1
0.0	109.6	129.6	2.0	2.1	1
0.0	109.6	129.6	2.0	2.0	1
0.3	109.6	129.6	2.0	2.1	1
0.0	109.6	129.6	2.0	2.0	1
0.0	109.6	129.6	2.0	2.0	1
0.3	108.0	127.9	1.6	1.6	0
0.0	108.0	127.9	0.0	0.0	0
